name,main_category,image,ratings,no_of_ratings,actual_price,source_file,actual_price_usd,ranking_score,product_id,search_text
Lazard by Khadim's Men Formal Slip-On Shoe,Mens Formal Shoes,https://m.media-amazon.com/images/I/61xqzHnOP2L._AC_UL320_.jpg,4.4,14,1399,Mens Formal Shoes.csv,15.39,3.76,3919,product: lazard by khadim's men formal slip-on shoe. category: mens formal shoes. price: $15.39. rating: 4.4 out of 5. reviews: 14. lazard by khadim's men formal slip-on shoe
No-O Shoe Spray Shoe Spray| Shoe Sanitizer| Shoe Odour Neutralizer,Mens Formal Shoes,https://m.media-amazon.com/images/I/51h+QhEFFYL._AC_UL320_.jpg,3.9,98,320,Mens Formal Shoes.csv,3.52,3.75,3920,product: no-o shoe spray shoe spray| shoe sanitizer| shoe odour neutralizer. category: mens formal shoes. price: $3.52. rating: 3.9 out of 5. reviews: 98. no-o shoe spray shoe spray| shoe sanitizer| shoe odour neutralizer
Ajanta Men's Brown Leather Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81kdG7C572L._AC_UL320_.jpg,1.0,1,1259,Mens Formal Shoes.csv,13.85,0.81,3921,product: ajanta men's brown leather formal shoes. category: mens formal shoes. price: $13.85. rating: 1.0 out of 5. reviews: 1. ajanta men's brown leather formal shoes
Don Diego Mens Dd7011_Black Moccasin,Mens Formal Shoes,https://m.media-amazon.com/images/I/612aVAvpO2L._AC_UL320_.jpg,4.0,1,2999,Mens Formal Shoes.csv,32.99,2.91,3922,product: don diego mens dd7011_black moccasin. category: mens formal shoes. price: $32.99. rating: 4.0 out of 5. reviews: 1. don diego mens dd7011_black moccasin
Hush Puppies Men New Merchant Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/81HjIaRNcaL._AC_UL320_.jpg,4.0,95,3999,Mens Formal Shoes.csv,43.99,3.82,3923,product: hush puppies men new merchant formal shoes. category: mens formal shoes. price: $43.99. rating: 4.0 out of 5. reviews: 95. hush puppies men new merchant formal shoes
HiREL'S Men Tan Pure Leather Monk Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/4137o2QclpL._AC_UL320_.jpg,4.4,7,5000,Mens Formal Shoes.csv,55.0,3.62,3924,product: hirel's men tan pure leather monk shoes. category: mens formal shoes. price: $55.0. rating: 4.4 out of 5. reviews: 7. hirel's men tan pure leather monk shoes
Red Tape Men's Slip-On Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/61vKDmFOxdL._AC_UL320_.jpg,4.0,21,6999,Mens Formal Shoes.csv,76.99,3.55,3925,product: red tape men's slip-on shoes. category: mens formal shoes. price: $76.99. rating: 4.0 out of 5. reviews: 21. red tape men's slip-on shoes
CHURCHILL & COMPANY Men's Tan European Leather Oxford Formal Shoe,Mens Formal Shoes,https://m.media-amazon.com/images/I/61ySh-KJ41L._AC_UL320_.jpg,4.1,4,6499,Mens Formal Shoes.csv,71.49,3.3,3926,product: churchill & company men's tan european leather oxford formal shoe. category: mens formal shoes. price: $71.49. rating: 4.1 out of 5. reviews: 4. churchill & company men's tan european leather oxford formal shoe
MAKAR for Men's Pure Leather Classy Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/81UB9-pvCTL._AC_UL320_.jpg,4.7,4,2399,Mens Formal Shoes.csv,26.39,3.72,3927,product: makar for men's pure leather classy formal shoes. category: mens formal shoes. price: $26.39. rating: 4.7 out of 5. reviews: 4. makar for men's pure leather classy formal shoes
Raida Rain OverPants,Mens Formal Shoes,https://m.media-amazon.com/images/I/41nYV88lTJL._AC_UL320_.jpg,5.0,1,699,Mens Formal Shoes.csv,7.69,3.61,3928,product: raida rain overpants. category: mens formal shoes. price: $7.69. rating: 5.0 out of 5. reviews: 1. raida rain overpants
Saddle & Barnes Men's Leather Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/81IW67vl+sL._AC_UL320_.jpg,3.3,18,3699,Mens Formal Shoes.csv,40.69,3.03,3929,product: saddle & barnes men's leather formal shoes. category: mens formal shoes. price: $40.69. rating: 3.3 out of 5. reviews: 18. saddle & barnes men's leather formal shoes
BUSKINS Men’s Patent Lace-Up Party Shoes - BA1068,Mens Formal Shoes,https://m.media-amazon.com/images/I/61RSCteKNoL._AC_UL320_.jpg,5.0,2,2999,Mens Formal Shoes.csv,32.99,3.78,3930,product: buskins men’s patent lace-up party shoes - ba1068. category: mens formal shoes. price: $32.99. rating: 5.0 out of 5. reviews: 2. buskins men’s patent lace-up party shoes - ba1068
VINCENZO Men's Black Formal Shoes -12,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41GyrcVy0hL._AC_UL320_.jpg,4.1,34,1999,Mens Formal Shoes.csv,21.99,3.71,3931,product: vincenzo men's black formal shoes -12. category: mens formal shoes. price: $21.99. rating: 4.1 out of 5. reviews: 34. vincenzo men's black formal shoes -12
BRITISH WALKERS by Khadim's Genuine Leather Brown Casual Shoe for Men,Mens Formal Shoes,https://m.media-amazon.com/images/I/51LPHVeUKaL._AC_UL320_.jpg,5.0,1,2999,Mens Formal Shoes.csv,32.99,3.61,3932,product: british walkers by khadim's genuine leather brown casual shoe for men. category: mens formal shoes. price: $32.99. rating: 5.0 out of 5. reviews: 1. british walkers by khadim's genuine leather brown casual shoe for men
Mochi Mens Leather Tan Derby (Size (6 UK (40 EU)),Mens Formal Shoes,https://m.media-amazon.com/images/I/715DQbtzHuL._AC_UL320_.jpg,5.0,1,3357,Mens Formal Shoes.csv,36.93,3.61,3933,product: mochi mens leather tan derby (size (6 uk (40 eu)). category: mens formal shoes. price: $36.93. rating: 5.0 out of 5. reviews: 1. mochi mens leather tan derby (size (6 uk (40 eu))
Liberty Kids 9906-90GN School Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91uXNxkMe1L._AC_UL320_.jpg,3.9,539,1049,Mens Formal Shoes.csv,11.54,3.97,3934,product: liberty kids 9906-90gn school shoes. category: mens formal shoes. price: $11.54. rating: 3.9 out of 5. reviews: 539. liberty kids 9906-90gn school shoes
San Frissco Men Alpha Black Derby Faux Leather Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/714FNjR7gRL._AC_UL320_.jpg,5.0,1,5495,Mens Formal Shoes.csv,60.44,3.61,3935,product: san frissco men alpha black derby faux leather formal shoes. category: mens formal shoes. price: $60.44. rating: 5.0 out of 5. reviews: 1. san frissco men alpha black derby faux leather formal shoes
ID Laceup Formal Shoe for Men,Mens Formal Shoes,https://m.media-amazon.com/images/I/51+bAUIisxL._AC_UL320_.jpg,4.0,1,2985,Mens Formal Shoes.csv,32.84,2.91,3936,product: id laceup formal shoe for men. category: mens formal shoes. price: $32.84. rating: 4.0 out of 5. reviews: 1. id laceup formal shoe for men
Hush Puppies Mens Newyork - Brogue Uniform Dress Shoe,Mens Formal Shoes,https://m.media-amazon.com/images/I/71Iwa4WGBkL._AC_UL320_.jpg,4.4,20,4999,Mens Formal Shoes.csv,54.99,3.82,3937,product: hush puppies mens newyork - brogue uniform dress shoe. category: mens formal shoes. price: $54.99. rating: 4.4 out of 5. reviews: 20. hush puppies mens newyork - brogue uniform dress shoe
Harperwoods Handmade Black Formal Shoes | Office Wear Classic Style Shoes for Men,Mens Formal Shoes,https://m.media-amazon.com/images/I/61WbLufhh6L._AC_UL320_.jpg,4.0,2,7999,Mens Formal Shoes.csv,87.99,3.08,3938,product: harperwoods handmade black formal shoes | office wear classic style shoes for men. category: mens formal shoes. price: $87.99. rating: 4.0 out of 5. reviews: 2. harperwoods handmade black formal shoes | office wear classic style shoes for men
Clarks Mens Slip on Shoes Slip On Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/61rznjmi1KL._AC_UL320_.jpg,4.6,3,7999,Mens Formal Shoes.csv,87.99,3.59,3939,product: clarks mens slip on shoes slip on shoes. category: mens formal shoes. price: $87.99. rating: 4.6 out of 5. reviews: 3. clarks mens slip on shoes slip on shoes
Centrino Mens 20220-3 Uniform Dress Shoe,Mens Formal Shoes,https://m.media-amazon.com/images/I/71vmlb4g74L._AC_UL320_.jpg,4.0,11,2499,Mens Formal Shoes.csv,27.49,3.43,3940,product: centrino mens 20220-3 uniform dress shoe. category: mens formal shoes. price: $27.49. rating: 4.0 out of 5. reviews: 11. centrino mens 20220-3 uniform dress shoe
Vellinto Men's Loafer,Mens Formal Shoes,https://m.media-amazon.com/images/I/71PowEXQ0VL._AC_UL320_.jpg,4.0,124,1299,Mens Formal Shoes.csv,14.29,3.86,3941,product: vellinto men's loafer. category: mens formal shoes. price: $14.29. rating: 4.0 out of 5. reviews: 124. vellinto men's loafer
Walkaroo Mens Formal Shoe Oxford,Mens Formal Shoes,https://m.media-amazon.com/images/I/714kqDtC2dL._AC_UL320_.jpg,5.0,1,769,Mens Formal Shoes.csv,8.46,3.61,3942,product: walkaroo mens formal shoe oxford. category: mens formal shoes. price: $8.46. rating: 5.0 out of 5. reviews: 1. walkaroo mens formal shoe oxford
Centrino Mens 2297 Formal & Dress - Men's Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/713PPi9T0nL._AC_UL320_.jpg,3.3,70,2499,Mens Formal Shoes.csv,27.49,3.28,3943,product: centrino mens 2297 formal & dress - men's shoes. category: mens formal shoes. price: $27.49. rating: 3.3 out of 5. reviews: 70. centrino mens 2297 formal & dress - men's shoes
Bruno Magli Raffaele,Mens Formal Shoes,https://m.media-amazon.com/images/I/51HJNq5u4BL._AC_UL320_.jpg,5.0,1,14756,Mens Formal Shoes.csv,162.32,3.61,3944,product: bruno magli raffaele. category: mens formal shoes. price: $162.32. rating: 5.0 out of 5. reviews: 1. bruno magli raffaele
Saddle & Barnes Men's Leather Oxford Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/71yigmEdVDL._AC_UL320_.jpg,4.5,5,4999,Mens Formal Shoes.csv,54.99,3.63,3945,product: saddle & barnes men's leather oxford shoes. category: mens formal shoes. price: $54.99. rating: 4.5 out of 5. reviews: 5. saddle & barnes men's leather oxford shoes
Clarks Mens Chantry Walk Dark Tan Lea Derby,Mens Formal Shoes,https://m.media-amazon.com/images/I/612EwOuXb9L._AC_UL320_.jpg,4.1,15,8499,Mens Formal Shoes.csv,93.49,3.56,3946,product: clarks mens chantry walk dark tan lea derby. category: mens formal shoes. price: $93.49. rating: 4.1 out of 5. reviews: 15. clarks mens chantry walk dark tan lea derby
ACTION Dotcom D-182 Men's Black Synthetic Leather Formal Shoes - EC-D-182-Parrent,Mens Formal Shoes,https://m.media-amazon.com/images/I/61xDusMYCcL._AC_UL320_.jpg,5.0,2,2699,Mens Formal Shoes.csv,29.69,3.78,3947,product: action dotcom d-182 men's black synthetic leather formal shoes - ec-d-182-parrent. category: mens formal shoes. price: $29.69. rating: 5.0 out of 5. reviews: 2. action dotcom d-182 men's black synthetic leather formal shoes - ec-d-182-parrent
HiREL'S Men Black Derby Medallion/Italian Leather/Captoe/Premiun Collection/Hand Made Sole/Two Tone/Burnish Effect/Hand Cr...,Mens Formal Shoes,https://m.media-amazon.com/images/I/513ztHyF9dL._AC_UL320_.jpg,3.0,1,4999,Mens Formal Shoes.csv,54.99,2.21,3948,product: hirel's men black derby medallion/italian leather/captoe/premiun collection/hand made sole/two tone/burnish effect/hand cr.... category: mens formal shoes. price: $54.99. rating: 3.0 out of 5. reviews: 1. hirel's men black derby medallion/italian leather/captoe/premiun collection/hand made sole/two tone/burnish effect/hand cr...
Lee Cooper Mens Lc5010e Uniform Dress Shoe,Mens Formal Shoes,https://m.media-amazon.com/images/I/81wy94HiTTL._AC_UL320_.jpg,5.0,1,2999,Mens Formal Shoes.csv,32.99,3.61,3949,product: lee cooper mens lc5010e uniform dress shoe. category: mens formal shoes. price: $32.99. rating: 5.0 out of 5. reviews: 1. lee cooper mens lc5010e uniform dress shoe
FASHION VICTIM Men Office Shoes Black,Mens Formal Shoes,https://m.media-amazon.com/images/I/61ZFwb4k1jL._AC_UL320_.jpg,5.0,1,1999,Mens Formal Shoes.csv,21.99,3.61,3950,product: fashion victim men office shoes black. category: mens formal shoes. price: $21.99. rating: 5.0 out of 5. reviews: 1. fashion victim men office shoes black
Mochi Boys 19-6127 Casual Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61QwN5yblDL._AC_UL320_.jpg,5.0,3,4990,Mens Formal Shoes.csv,54.89,3.87,3951,product: mochi boys 19-6127 casual shoes. category: mens formal shoes. price: $54.89. rating: 5.0 out of 5. reviews: 3. mochi boys 19-6127 casual shoes
J10 70004 Men's Tan Brogue Monk Strap Casual Shoes (7),Mens Formal Shoes,https://m.media-amazon.com/images/I/716cEjQhNjL._AC_UL320_.jpg,4.0,2,1999,Mens Formal Shoes.csv,21.99,3.08,3952,product: j10 70004 men's tan brogue monk strap casual shoes (7). category: mens formal shoes. price: $21.99. rating: 4.0 out of 5. reviews: 2. j10 70004 men's tan brogue monk strap casual shoes (7)
"TSF 4021 Leather Casual Shoes Extra Lightweight & Comfort,",Mens Formal Shoes,https://m.media-amazon.com/images/I/71q1BvrvuzL._AC_UL320_.jpg,4.1,11,1699,Mens Formal Shoes.csv,18.69,3.5,3953,"product: tsf 4021 leather casual shoes extra lightweight & comfort,. category: mens formal shoes. price: $18.69. rating: 4.1 out of 5. reviews: 11. tsf 4021 leather casual shoes extra lightweight & comfort,"
MONKS & KNIGHTS Suede Leather Oxford Shoes for Men (MKSUOXGR),Mens Formal Shoes,https://m.media-amazon.com/images/I/71TQG-r3bAL._AC_UL320_.jpg,4.7,5,6999,Mens Formal Shoes.csv,76.99,3.77,3954,product: monks & knights suede leather oxford shoes for men (mksuoxgr). category: mens formal shoes. price: $76.99. rating: 4.7 out of 5. reviews: 5. monks & knights suede leather oxford shoes for men (mksuoxgr)
Burwood Mens Bwd 340 Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/71waZyou7QL._AC_UL320_.jpg,3.4,68,3499,Mens Formal Shoes.csv,38.49,3.34,3955,product: burwood mens bwd 340 formal shoes. category: mens formal shoes. price: $38.49. rating: 3.4 out of 5. reviews: 68. burwood mens bwd 340 formal shoes
Metro Men Leather Formals (19-6393),Mens Formal Shoes,https://m.media-amazon.com/images/I/61KjT1xj6kS._AC_UL320_.jpg,4.0,2,3990,Mens Formal Shoes.csv,43.89,3.08,3956,product: metro men leather formals (19-6393). category: mens formal shoes. price: $43.89. rating: 4.0 out of 5. reviews: 2. metro men leather formals (19-6393)
Ruosh Brown Monk-Strap Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Pn0CUERXL._AC_UL320_.jpg,4.0,3,5990,Mens Formal Shoes.csv,65.89,3.17,3957,product: ruosh brown monk-strap shoes. category: mens formal shoes. price: $65.89. rating: 4.0 out of 5. reviews: 3. ruosh brown monk-strap shoes
Amazon Brand - Symbol Men's Az-gu-007 Oxford,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/612Wfl1ygrL._AC_UL320_.jpg,3.5,43,1899,Mens Formal Shoes.csv,20.89,3.33,3958,product: amazon brand - symbol men's az-gu-007 oxford. category: mens formal shoes. price: $20.89. rating: 3.5 out of 5. reviews: 43. amazon brand - symbol men's az-gu-007 oxford
AADI Men's Black Synthetic Leather Derby Formal Shoes - MYA143-$P,Mens Formal Shoes,https://m.media-amazon.com/images/I/815LO2n06oL._AC_UL320_.jpg,4.0,21,1999,Mens Formal Shoes.csv,21.99,3.55,3959,product: aadi men's black synthetic leather derby formal shoes - mya143-$p. category: mens formal shoes. price: $21.99. rating: 4.0 out of 5. reviews: 21. aadi men's black synthetic leather derby formal shoes - mya143-$p
Liberty mens Av-01 Oxford,Mens Formal Shoes,https://m.media-amazon.com/images/I/61zp-hji3KL._AC_UL320_.jpg,4.0,2,3999,Mens Formal Shoes.csv,43.99,3.08,3960,product: liberty mens av-01 oxford. category: mens formal shoes. price: $43.99. rating: 4.0 out of 5. reviews: 2. liberty mens av-01 oxford
San Frissco Men's Blair Black Formal Oxford Shoe,Mens Formal Shoes,https://m.media-amazon.com/images/I/71jmrLu8nfL._AC_UL320_.jpg,5.0,1,3895,Mens Formal Shoes.csv,42.84,3.61,3961,product: san frissco men's blair black formal oxford shoe. category: mens formal shoes. price: $42.84. rating: 5.0 out of 5. reviews: 1. san frissco men's blair black formal oxford shoe
Clarks NovaLite Lace Black Knit UK-6,Mens Formal Shoes,https://m.media-amazon.com/images/I/51ffPJOKqOL._AC_UL320_.jpg,5.0,1,5999,Mens Formal Shoes.csv,65.99,3.61,3962,product: clarks novalite lace black knit uk-6. category: mens formal shoes. price: $65.99. rating: 5.0 out of 5. reviews: 1. clarks novalite lace black knit uk-6
Hush Puppies Mens Ted Lace Up E Sneaker,Mens Formal Shoes,https://m.media-amazon.com/images/I/71xbx+XrcnL._AC_UL320_.jpg,4.5,4,4999,Mens Formal Shoes.csv,54.99,3.58,3963,product: hush puppies mens ted lace up e sneaker. category: mens formal shoes. price: $54.99. rating: 4.5 out of 5. reviews: 4. hush puppies mens ted lace up e sneaker
WoWStyle Men's Synthetic Leather Lace-Ups Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/71yWuXQaDyS._AC_UL320_.jpg,4.0,1,2399,Mens Formal Shoes.csv,26.39,2.91,3964,product: wowstyle men's synthetic leather lace-ups formal shoes. category: mens formal shoes. price: $26.39. rating: 4.0 out of 5. reviews: 1. wowstyle men's synthetic leather lace-ups formal shoes
Lee Cooper Mens Lc4044e Oxford,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71CUNxtS+SL._AC_UL320_.jpg,4.1,9,2999,Mens Formal Shoes.csv,32.99,3.46,3965,product: lee cooper mens lc4044e oxford. category: mens formal shoes. price: $32.99. rating: 4.1 out of 5. reviews: 9. lee cooper mens lc4044e oxford
Mochi Formal Shoes,Mens Formal Shoes,https://m.media-amazon.com/images/I/71JiMDZsaKL._AC_UL320_.jpg,4.0,56,2990,Mens Formal Shoes.csv,32.89,3.73,3966,product: mochi formal shoes. category: mens formal shoes. price: $32.89. rating: 4.0 out of 5. reviews: 56. mochi formal shoes
Red Chief Leather Casual Slip on Shoes for Men,Mens Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51jVTcH7EOL._AC_UL320_.jpg,4.0,1,4299,Mens Formal Shoes.csv,47.29,2.91,3967,product: red chief leather casual slip on shoes for men. category: mens formal shoes. price: $47.29. rating: 4.0 out of 5. reviews: 1. red chief leather casual slip on shoes for men
